DATAFLOW,LAST UPDATE,freq,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,1999,-20.573,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2000,-17.128,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2001,-9.526,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2002,-11.954,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2003,-5.960,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2004,4.485,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2005,13.363,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2006,21.132,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2007,20.378,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2008,26.236,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2009,27.274,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2010,29.008,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2011,36.942,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2012,43.387,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2013,47.758,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2014,46.773,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2015,37.638,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2016,35.639,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2017,35.575,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2018,35.513,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,UK,2019,34.829,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2000,27.108,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2001,27.121,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2002,27.186,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2003,26.714,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2004,27.143,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2005,28.216,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2006,29.470,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2007,29.034,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2008,27.071,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2009,25.880,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2010,24.605,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2011,27.504,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2012,27.249,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2013,21.847,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2014,27.178,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2015,27.601,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2016,23.609,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2017,29.957,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2018,29.274,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2019,30.534,
ESTAT:T2020_RD320(1.0),14/04/22 11:00:00,A,TOTAL,PC,XK,2020,29.537,
